STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00190736,"BLUE HILL COOP, MA US",12/3/15,0.2,0,0,53,37,47
USC00190736,"BLUE HILL COOP, MA US",12/4/15,0,0,0,47,32,32
USC00190736,"BLUE HILL COOP, MA US",12/5/15,0,0,0,47,32,35
USC00190736,"BLUE HILL COOP, MA US",12/6/15,0,0,0,50,35,35
USC00190736,"BLUE HILL COOP, MA US",12/7/15,0,0,0,57,35,36
USC00190736,"BLUE HILL COOP, MA US",12/8/15,0,0,0,54,36,37
USC00190736,"BLUE HILL COOP, MA US",12/9/15,0.01,0,0,39,34,35
USC00190736,"BLUE HILL COOP, MA US",12/10/15,0,0,0,45,35,45
USC00190736,"BLUE HILL COOP, MA US",12/11/15,0,0,0,57,44,47
USC00190736,"BLUE HILL COOP, MA US",12/12/15,0,0,0,56,46,47
USC00190736,"BLUE HILL COOP, MA US",12/13/15,0,0,0,59,46,48
USC00190736,"BLUE HILL COOP, MA US",12/14/15,0,0,0,51,44,44
USC00190736,"BLUE HILL COOP, MA US",12/15/15,0.62,0,0,61,44,47
USC00190736,"BLUE HILL COOP, MA US",12/16/15,0,0,0,56,38,38
USC00190736,"BLUE HILL COOP, MA US",12/17/15,0,0,0,43,34,39
USC00190736,"BLUE HILL COOP, MA US",12/18/15,0.5,0,0,53,39,47
USC00190736,"BLUE HILL COOP, MA US",12/19/15,0.1,0,0,48,30,32
USC00190736,"BLUE HILL COOP, MA US",12/20/15,0,0,0,38,28,29
USC00190736,"BLUE HILL COOP, MA US",12/21/15,0,0,0,40,29,37
USC00190736,"BLUE HILL COOP, MA US",12/22/15,0,0,0,51,37,50
USC00190736,"BLUE HILL COOP, MA US",12/23/15,0.28,0,0,57,49,50
USC00190736,"BLUE HILL COOP, MA US",12/24/15,0.92,0,0,56,47,50
USC00190736,"BLUE HILL COOP, MA US",12/25/15,0,0,0,67,50,52
USC00190736,"BLUE HILL COOP, MA US",12/26/15,0,0,0,64,40,40
USC00190736,"BLUE HILL COOP, MA US",12/27/15,0.16,0,0,49,40,43
USC00190736,"BLUE HILL COOP, MA US",12/28/15,0.11,0,0,52,30,31
USC00190736,"BLUE HILL COOP, MA US",12/29/15,0.44,1,1,32,27,30
USC00190736,"BLUE HILL COOP, MA US",12/30/15,0.6,0.3,1,38,23,23
USC00190736,"BLUE HILL COOP, MA US",12/31/15,0.16,0,0,38,23,34
USC00190736,"BLUE HILL COOP, MA US",1/1/16,0,0,0,44,32,32
USC00190736,"BLUE HILL COOP, MA US",1/2/16,0,0,0,37,27,27
USC00190736,"BLUE HILL COOP, MA US",1/3/16,0,0,0,37,27,28
USC00190736,"BLUE HILL COOP, MA US",1/4/16,0,0,0,41,27,27
USC00190736,"BLUE HILL COOP, MA US",1/5/16,0,0.2,0,28,4,4
USC00190736,"BLUE HILL COOP, MA US",1/6/16,0,0,0,23,4,21
USC00190736,"BLUE HILL COOP, MA US",1/7/16,0,0,0,43,20,26
USC00190736,"BLUE HILL COOP, MA US",1/8/16,0,0,0,43,25,29
USC00190736,"BLUE HILL COOP, MA US",1/9/16,0,0,0,40,29,37
USC00190736,"BLUE HILL COOP, MA US",1/10/16,0.02,0,0,44,36,44
USC00190736,"BLUE HILL COOP, MA US",1/11/16,1.53,0,0,58,29,30
USC00190736,"BLUE HILL COOP, MA US",1/12/16,0,0,0,33,19,19
USC00190736,"BLUE HILL COOP, MA US",1/13/16,0.2,2.4,2,35,19,21
USC00190736,"BLUE HILL COOP, MA US",1/14/16,0,0,1,27,17,19
USC00190736,"BLUE HILL COOP, MA US",1/15/16,0,0,1,28,17,28
USC00190736,"BLUE HILL COOP, MA US",1/16/16,0.5,0,0,41,27,36
USC00190736,"BLUE HILL COOP, MA US",1/17/16,0.53,0,0,37,28,29
USC00190736,"BLUE HILL COOP, MA US",1/18/16,0.25,4.6,5,33,25,25
USC00190736,"BLUE HILL COOP, MA US",1/19/16,0,0,4,25,13,14
USC00190736,"BLUE HILL COOP, MA US",1/20/16,0,0,4,22,14,17
USC00190736,"BLUE HILL COOP, MA US",1/21/16,0,0,3,30,16,16
USC00190736,"BLUE HILL COOP, MA US",1/22/16,0,0,3,30,14,15
USC00190736,"BLUE HILL COOP, MA US",1/23/16,0,0,2,29,15,29
USC00190736,"BLUE HILL COOP, MA US",1/24/16,0.74,7.1,8,30,14,15
USC00190736,"BLUE HILL COOP, MA US",1/25/16,0,0,6,33,15,21
USC00190736,"BLUE HILL COOP, MA US",1/26/16,0,0,5,37,20,34
USC00190736,"BLUE HILL COOP, MA US",1/27/16,0,0,2,49,34,37
USC00190736,"BLUE HILL COOP, MA US",1/28/16,0,0,1,43,23,24
USC00190736,"BLUE HILL COOP, MA US",1/29/16,0,0,1,41,24,33
USC00190736,"BLUE HILL COOP, MA US",1/30/16,0,0,0,39,25,26
USC00190736,"BLUE HILL COOP, MA US",1/31/16,0,0,0,42,26,36
USC00190736,"BLUE HILL COOP, MA US",2/1/16,0,0,0,56,36,44
USC00190736,"BLUE HILL COOP, MA US",2/2/16,0,0,0,64,31,33
USC00190736,"BLUE HILL COOP, MA US",2/3/16,0,0,0,48,33,36
USC00190736,"BLUE HILL COOP, MA US",2/4/16,0.8,0,0,55,36,54
USC00190736,"BLUE HILL COOP, MA US",2/5/16,0.56,2,2,55,31,31
USC00190736,"BLUE HILL COOP, MA US",2/6/16,1.14,10.5,12,32,17,18
USC00190736,"BLUE HILL COOP, MA US",2/7/16,0,0,10,35,18,26
USC00190736,"BLUE HILL COOP, MA US",2/8/16,0,0,8,43,26,27
USC00190736,"BLUE HILL COOP, MA US",2/9/16,0.6,8.7,12,27,16,18
USC00190736,"BLUE HILL COOP, MA US",2/10/16,0,0,12,26,17,25
USC00190736,"BLUE HILL COOP, MA US",2/11/16,0.01,0.1,9,33,20,22
USC00190736,"BLUE HILL COOP, MA US",2/12/16,0,0,8,25,2,4
USC00190736,"BLUE HILL COOP, MA US",2/13/16,0,0,8,23,4,14
USC00190736,"BLUE HILL COOP, MA US",2/14/16,0,0,8,21,-14,-13
USC00190736,"BLUE HILL COOP, MA US",2/15/16,0,0,8,10,-13,2
USC00190736,"BLUE HILL COOP, MA US",2/16/16,0.41,1.2,6,48,0,48
USC00190736,"BLUE HILL COOP, MA US",2/17/16,0.56,0,0,55,31,32
USC00190736,"BLUE HILL COOP, MA US",2/18/16,0,0,0,43,25,25
USC00190736,"BLUE HILL COOP, MA US",2/19/16,0,0,0,32,16,17
USC00190736,"BLUE HILL COOP, MA US",2/20/16,0.01,0,0,41,16,41
USC00190736,"BLUE HILL COOP, MA US",2/21/16,0,0,0,58,41,45
USC00190736,"BLUE HILL COOP, MA US",2/22/16,0,0,0,53,30,31
USC00190736,"BLUE HILL COOP, MA US",2/23/16,0,0,0,45,25,26
USC00190736,"BLUE HILL COOP, MA US",2/24/16,0.25,0,0,38,25,38
USC00190736,"BLUE HILL COOP, MA US",2/25/16,1.21,0,0,63,38,56
USC00190736,"BLUE HILL COOP, MA US",2/26/16,0.05,0,0,57,30,30
USC00190736,"BLUE HILL COOP, MA US",2/27/16,0,0,0,38,16,18
USC00190736,"BLUE HILL COOP, MA US",2/28/16,0,0,0,38,18,36
USC00190736,"BLUE HILL COOP, MA US",2/29/16,0,0,0,56,36,44
USC00190736,"BLUE HILL COOP, MA US",3/1/16,0,0,0,63,30,31
USC00190736,"BLUE HILL COOP, MA US",3/2/16,0.14,0,0,52,31,51
USC00190736,"BLUE HILL COOP, MA US",3/3/16,0.27,0,0,51,16,19
USC00190736,"BLUE HILL COOP, MA US",3/4/16,0,0,0,34,18,25
USC00190736,"BLUE HILL COOP, MA US",3/5/16,0.04,0.5,0,30,20,21
USC00190736,"BLUE HILL COOP, MA US",3/6/16,0,0,0,35,21,27
USC00190736,"BLUE HILL COOP, MA US",3/7/16,0,0,0,40,27,31
USC00190736,"BLUE HILL COOP, MA US",3/8/16,0,0,0,49,31,37
USC00190736,"BLUE HILL COOP, MA US",3/9/16,0,0,0,55,37,45
USC00190736,"BLUE HILL COOP, MA US",3/10/16,0,0,0,75,45,63
USC00190736,"BLUE HILL COOP, MA US",3/11/16,0.3,0,0,64,47,51
USC00190736,"BLUE HILL COOP, MA US",3/12/16,0,0,0,56,31,35
USC00190736,"BLUE HILL COOP, MA US",3/13/16,0,0,0,58,35,48
USC00190736,"BLUE HILL COOP, MA US",3/14/16,0,0,0,63,38,39
USC00190736,"BLUE HILL COOP, MA US",3/15/16,1.05,0,0,42,36,41
USC00190736,"BLUE HILL COOP, MA US",3/16/16,0.36,0,0,45,39,39
USC00190736,"BLUE HILL COOP, MA US",3/17/16,0.16,0,0,48,39,40
USC00190736,"BLUE HILL COOP, MA US",3/18/16,0,0,0,63,39,41
USC00190736,"BLUE HILL COOP, MA US",3/19/16,0.01,0,0,51,25,26
USC00190736,"BLUE HILL COOP, MA US",3/20/16,0,0,0,44,23,28
USC00190736,"BLUE HILL COOP, MA US",3/21/16,0.34,3.2,3,35,26,27
USC00190736,"BLUE HILL COOP, MA US",3/22/16,0.04,0.7,0,41,26,31
USC00190736,"BLUE HILL COOP, MA US",3/23/16,0,0,0,48,31,48
USC00190736,"BLUE HILL COOP, MA US",3/24/16,0.01,0,0,62,35,36
USC00190736,"BLUE HILL COOP, MA US",3/25/16,0.04,0,0,44,34,44
USC00190736,"BLUE HILL COOP, MA US",3/26/16,0.04,0,0,55,35,36
USC00190736,"BLUE HILL COOP, MA US",3/27/16,0,0,0,42,30,32
USC00190736,"BLUE HILL COOP, MA US",3/28/16,0,0,0,46,32,37
USC00190736,"BLUE HILL COOP, MA US",3/29/16,0.41,0,0,43,37,40
USC00190736,"BLUE HILL COOP, MA US",3/30/16,0,0,0,50,29,34
USC00190736,"BLUE HILL COOP, MA US",3/31/16,0,0,0,58,34,53
USC00190736,"BLUE HILL COOP, MA US",4/1/16,0.03,0,0,69,53,62
USC00190736,"BLUE HILL COOP, MA US",4/2/16,0.03,0,0,66,47,48
USC00190736,"BLUE HILL COOP, MA US",4/3/16,1.24,6.9,7,48,31,31
USC00190736,"BLUE HILL COOP, MA US",4/4/16,0.11,1.2,1,35,21,22
USC00190736,"BLUE HILL COOP, MA US",4/5/16,0.6,6.9,7,28,19,21
USC00190736,"BLUE HILL COOP, MA US",4/6/16,0,0,3,35,20,30
USC00190736,"BLUE HILL COOP, MA US",4/7/16,0.04,0,1,50,29,50
USC00190736,"BLUE HILL COOP, MA US",4/8/16,1.37,0,0,56,42,44
USC00190736,"BLUE HILL COOP, MA US",4/9/16,0,0,0,52,29,33
USC00190736,"BLUE HILL COOP, MA US",4/10/16,0,0,0,47,26,30
USC00190736,"BLUE HILL COOP, MA US",4/11/16,0.01,0,0,48,30,41
USC00190736,"BLUE HILL COOP, MA US",4/12/16,0,0,0,58,40,58
USC00190736,"BLUE HILL COOP, MA US",4/13/16,0.3,0,0,59,33,40
USC00190736,"BLUE HILL COOP, MA US",4/14/16,0,0,0,53,33,41
USC00190736,"BLUE HILL COOP, MA US",4/15/16,0,0,0,48,35,40
USC00190736,"BLUE HILL COOP, MA US",4/16/16,0,0,0,54,39,42
USC00190736,"BLUE HILL COOP, MA US",4/17/16,0,0,0,52,36,44
USC00190736,"BLUE HILL COOP, MA US",4/18/16,0,0,0,62,44,57
USC00190736,"BLUE HILL COOP, MA US",4/19/16,0.05,0,0,67,41,43
USC00190736,"BLUE HILL COOP, MA US",4/20/16,0,0,0,55,41,45
USC00190736,"BLUE HILL COOP, MA US",4/21/16,0,0,0,57,38,46
USC00190736,"BLUE HILL COOP, MA US",4/22/16,0,0,0,76,46,60
USC00190736,"BLUE HILL COOP, MA US",4/23/16,0.19,0,0,80,57,58
USC00190736,"BLUE HILL COOP, MA US",4/24/16,0.03,0,0,60,38,44
USC00190736,"BLUE HILL COOP, MA US",4/25/16,0,0,0,59,41,44
USC00190736,"BLUE HILL COOP, MA US",4/26/16,0,0,0,63,42,42
USC00190736,"BLUE HILL COOP, MA US",4/27/16,0.36,0,0,42,33,38
USC00190736,"BLUE HILL COOP, MA US",4/28/16,0,0,0,61,37,43
USC00190736,"BLUE HILL COOP, MA US",4/29/16,0,0,0,60,40,45
USC00190736,"BLUE HILL COOP, MA US",4/30/16,0,0,0,56,39,45
USC00190736,"BLUE HILL COOP, MA US",5/1/16,0,0,0,62,41,44
USC00190736,"BLUE HILL COOP, MA US",5/2/16,0.1,0,0,52,39,45
USC00190736,"BLUE HILL COOP, MA US",5/3/16,0.39,0,0,50,43,45
USC00190736,"BLUE HILL COOP, MA US",5/4/16,0.06,0,0,48,42,45
USC00190736,"BLUE HILL COOP, MA US",5/5/16,0.57,0,0,49,41,43
USC00190736,"BLUE HILL COOP, MA US",5/6/16,0.2,0,0,47,41,47
USC00190736,"BLUE HILL COOP, MA US",5/7/16,0.13,0,0,54,43,44
USC00190736,"BLUE HILL COOP, MA US",5/8/16,0.05,0,0,51,44,51
USC00190736,"BLUE HILL COOP, MA US",5/9/16,0.1,0,0,60,43,49
USC00190736,"BLUE HILL COOP, MA US",5/10/16,0,0,0,65,40,50
USC00190736,"BLUE HILL COOP, MA US",5/11/16,0,0,0,69,50,58
USC00190736,"BLUE HILL COOP, MA US",5/12/16,0,0,0,76,55,60
USC00190736,"BLUE HILL COOP, MA US",5/13/16,0,0,0,75,52,60
USC00190736,"BLUE HILL COOP, MA US",5/14/16,0.21,0,0,74,54,59
USC00190736,"BLUE HILL COOP, MA US",5/15/16,0,0,0,78,47,49
USC00190736,"BLUE HILL COOP, MA US",5/16/16,0,0,0,60,38,43
USC00190736,"BLUE HILL COOP, MA US",5/17/16,0,0,0,58,43,54
USC00190736,"BLUE HILL COOP, MA US",5/18/16,0,0,0,69,48,55
USC00190736,"BLUE HILL COOP, MA US",5/19/16,0,0,0,64,49,57
USC00190736,"BLUE HILL COOP, MA US",5/20/16,0.26,0,0,66,48,54
USC00190736,"BLUE HILL COOP, MA US",5/21/16,0,0,0,73,53,60
USC00190736,"BLUE HILL COOP, MA US",5/22/16,0,0,0,74,53,57
USC00190736,"BLUE HILL COOP, MA US",5/23/16,0,0,0,64,51,59
USC00190736,"BLUE HILL COOP, MA US",5/24/16,0.1,0,0,74,50,51
USC00190736,"BLUE HILL COOP, MA US",5/25/16,0.02,0,0,56,50,56
USC00190736,"BLUE HILL COOP, MA US",5/26/16,0,0,0,86,56,71
USC00190736,"BLUE HILL COOP, MA US",5/27/16,0,0,0,86,60,65
USC00190736,"BLUE HILL COOP, MA US",5/28/16,0,0,0,82,63,71
USC00190736,"BLUE HILL COOP, MA US",5/29/16,0,0,0,92,58,59
USC00190736,"BLUE HILL COOP, MA US",5/30/16,0.87,0,0,63,51,55
USC00190736,"BLUE HILL COOP, MA US",5/31/16,0.07,0,0,71,55,71
USC00190736,"BLUE HILL COOP, MA US",6/1/16,0,0,0,84,63,67
USC00190736,"BLUE HILL COOP, MA US",6/2/16,0,0,0,71,54,55
USC00190736,"BLUE HILL COOP, MA US",6/3/16,0,0,0,68,55,60
USC00190736,"BLUE HILL COOP, MA US",6/4/16,0,0,0,70,59,64
USC00190736,"BLUE HILL COOP, MA US",6/5/16,0,0,0,81,61,63
USC00190736,"BLUE HILL COOP, MA US",6/6/16,0.76,0,0,67,60,66
USC00190736,"BLUE HILL COOP, MA US",6/7/16,0,0,0,80,63,69
USC00190736,"BLUE HILL COOP, MA US",6/8/16,0.18,0,0,83,54,60
USC00190736,"BLUE HILL COOP, MA US",6/9/16,0.05,0,0,72,48,55
USC00190736,"BLUE HILL COOP, MA US",6/10/16,0,0,0,67,50,55
USC00190736,"BLUE HILL COOP, MA US",6/11/16,0,0,0,71,52,59
USC00190736,"BLUE HILL COOP, MA US",6/12/16,0.06,0,0,70,57,70
USC00190736,"BLUE HILL COOP, MA US",6/13/16,0,0,0,76,49,59
USC00190736,"BLUE HILL COOP, MA US",6/14/16,0,0,0,70,50,58
USC00190736,"BLUE HILL COOP, MA US",6/15/16,0,0,0,77,58,68
USC00190736,"BLUE HILL COOP, MA US",6/16/16,0,0,0,83,68,73
USC00190736,"BLUE HILL COOP, MA US",6/17/16,0,0,0,82,59,65
USC00190736,"BLUE HILL COOP, MA US",6/18/16,0,0,0,77,55,64
USC00190736,"BLUE HILL COOP, MA US",6/19/16,0,0,0,75,55,63
USC00190736,"BLUE HILL COOP, MA US",6/20/16,0,0,0,79,57,66
USC00190736,"BLUE HILL COOP, MA US",6/21/16,0.4,0,0,81,61,65
USC00190736,"BLUE HILL COOP, MA US",6/22/16,0,0,0,82,59,66
USC00190736,"BLUE HILL COOP, MA US",6/23/16,0.01,0,0,79,56,63
USC00190736,"BLUE HILL COOP, MA US",6/24/16,0,0,0,84,58,68
USC00190736,"BLUE HILL COOP, MA US",6/25/16,0,0,0,77,60,68
USC00190736,"BLUE HILL COOP, MA US",6/26/16,0,0,0,80,59,69
USC00190736,"BLUE HILL COOP, MA US",6/27/16,0,0,0,86,60,68
USC00190736,"BLUE HILL COOP, MA US",6/28/16,0,0,0,84,66,68
USC00190736,"BLUE HILL COOP, MA US",6/29/16,0.15,0,0,77,66,68
USC00190736,"BLUE HILL COOP, MA US",6/30/16,0.01,0,0,85,63,69
USC00190736,"BLUE HILL COOP, MA US",7/1/16,0,0,0,86,67,71
USC00190736,"BLUE HILL COOP, MA US",7/2/16,0.2,0,0,84,62,63
USC00190736,"BLUE HILL COOP, MA US",7/3/16,0,0,0,76,57,65
USC00190736,"BLUE HILL COOP, MA US",7/4/16,0,0,0,83,61,70
USC00190736,"BLUE HILL COOP, MA US",7/5/16,0.17,0,0,87,65,66
USC00190736,"BLUE HILL COOP, MA US",7/6/16,0.12,0,0,80,66,74
USC00190736,"BLUE HILL COOP, MA US",7/7/16,0,0,0,92,61,62
USC00190736,"BLUE HILL COOP, MA US",7/8/16,0.02,0,0,77,60,60
USC00190736,"BLUE HILL COOP, MA US",7/9/16,0,0,0,67,57,58
USC00190736,"BLUE HILL COOP, MA US",7/10/16,0.12,0,0,64,58,59
USC00190736,"BLUE HILL COOP, MA US",7/11/16,0.01,0,0,66,56,62
USC00190736,"BLUE HILL COOP, MA US",7/12/16,0,0,0,77,60,68
USC00190736,"BLUE HILL COOP, MA US",7/13/16,0,0,0,86,64,71
USC00190736,"BLUE HILL COOP, MA US",7/14/16,0,0,0,89,66,73
USC00190736,"BLUE HILL COOP, MA US",7/15/16,0.01,0,0,84,71,77
USC00190736,"BLUE HILL COOP, MA US",7/16/16,0,0,0,93,69,76
USC00190736,"BLUE HILL COOP, MA US",7/17/16,0,0,0,93,72,74
USC00190736,"BLUE HILL COOP, MA US",7/18/16,0,0,0,83,70,77
USC00190736,"BLUE HILL COOP, MA US",7/19/16,0.05,0,0,93,70,74
USC00190736,"BLUE HILL COOP, MA US",7/20/16,0,0,0,85,59,66
USC00190736,"BLUE HILL COOP, MA US",7/21/16,0,0,0,83,63,69
USC00190736,"BLUE HILL COOP, MA US",7/22/16,0,0,0,89,69,76
USC00190736,"BLUE HILL COOP, MA US",7/23/16,0.09,0,0,96,70,76
USC00190736,"BLUE HILL COOP, MA US",7/24/16,0,0,0,95,64,72
USC00190736,"BLUE HILL COOP, MA US",7/25/16,0,0,0,91,70,74
USC00190736,"BLUE HILL COOP, MA US",7/26/16,0,0,0,96,70,77
USC00190736,"BLUE HILL COOP, MA US",7/27/16,0,0,0,95,68,76
USC00190736,"BLUE HILL COOP, MA US",7/28/16,0,0,0,94,71,79
USC00190736,"BLUE HILL COOP, MA US",7/29/16,0.05,0,0,92,70,70
USC00190736,"BLUE HILL COOP, MA US",7/30/16,0.1,0,0,80,65,72
USC00190736,"BLUE HILL COOP, MA US",7/31/16,0.41,0,0,85,70,71
USC00190736,"BLUE HILL COOP, MA US",8/1/16,0.17,0,0,72,65,69
USC00190736,"BLUE HILL COOP, MA US",8/2/16,0,0,0,75,64,67
USC00190736,"BLUE HILL COOP, MA US",8/3/16,0.12,0,0,71,60,65
USC00190736,"BLUE HILL COOP, MA US",8/4/16,0,0,0,81,61,68
USC00190736,"BLUE HILL COOP, MA US",8/5/16,0,0,0,86,61,67
USC00190736,"BLUE HILL COOP, MA US",8/6/16,0,0,0,87,67,71
USC00190736,"BLUE HILL COOP, MA US",8/7/16,0,0,0,88,65,70
USC00190736,"BLUE HILL COOP, MA US",8/8/16,0,0,0,89,63,69
USC00190736,"BLUE HILL COOP, MA US",8/9/16,0,0,0,87,65,71
USC00190736,"BLUE HILL COOP, MA US",8/10/16,0,0,0,90,66,73
USC00190736,"BLUE HILL COOP, MA US",8/11/16,0.28,0,0,76,69,76
USC00190736,"BLUE HILL COOP, MA US",8/12/16,0,0,0,93,74,79
USC00190736,"BLUE HILL COOP, MA US",8/13/16,0,0,0,95,66,67
USC00190736,"BLUE HILL COOP, MA US",8/14/16,0.46,0,0,78,67,74
USC00190736,"BLUE HILL COOP, MA US",8/15/16,0.09,0,0,94,68,73
USC00190736,"BLUE HILL COOP, MA US",8/16/16,0,0,0,89,69,72
USC00190736,"BLUE HILL COOP, MA US",8/17/16,0.02,0,0,83,72,78
USC00190736,"BLUE HILL COOP, MA US",8/18/16,0,0,0,84,65,68
USC00190736,"BLUE HILL COOP, MA US",8/19/16,0,0,0,89,68,73
USC00190736,"BLUE HILL COOP, MA US",8/20/16,0,0,0,86,67,72
USC00190736,"BLUE HILL COOP, MA US",8/21/16,0,0,0,86,63,69
USC00190736,"BLUE HILL COOP, MA US",8/22/16,0.54,0,0,87,63,66
USC00190736,"BLUE HILL COOP, MA US",8/23/16,0,0,0,78,54,60
USC00190736,"BLUE HILL COOP, MA US",8/24/16,0,0,0,80,60,66
USC00190736,"BLUE HILL COOP, MA US",8/25/16,0,0,0,87,65,70
USC00190736,"BLUE HILL COOP, MA US",8/26/16,0,0,0,86,70,74
USC00190736,"BLUE HILL COOP, MA US",8/27/16,0.25,0,0,88,66,70
USC00190736,"BLUE HILL COOP, MA US",8/28/16,0,0,0,87,66,70
USC00190736,"BLUE HILL COOP, MA US",8/29/16,0,0,0,86,66,70
USC00190736,"BLUE HILL COOP, MA US",8/30/16,0,0,0,89,59,65
USC00190736,"BLUE HILL COOP, MA US",8/31/16,0,0,0,83,65,69
USC00190736,"BLUE HILL COOP, MA US",9/1/16,0.02,0,0,80,68,69
USC00190736,"BLUE HILL COOP, MA US",9/2/16,0.07,0,0,72,58,63
USC00190736,"BLUE HILL COOP, MA US",9/3/16,0,0,0,76,56,59
USC00190736,"BLUE HILL COOP, MA US",9/4/16,0,0,0,72,57,63
USC00190736,"BLUE HILL COOP, MA US",9/5/16,0,0,0,71,59,60
USC00190736,"BLUE HILL COOP, MA US",9/6/16,0.95,0,0,73,57,62
USC00190736,"BLUE HILL COOP, MA US",9/7/16,0.11,0,0,70,62,66
USC00190736,"BLUE HILL COOP, MA US",9/8/16,0.06,0,0,78,65,67
USC00190736,"BLUE HILL COOP, MA US",9/9/16,0,0,0,79,67,72
USC00190736,"BLUE HILL COOP, MA US",9/10/16,0,0,0,90,71,72
USC00190736,"BLUE HILL COOP, MA US",9/11/16,0,0,0,82,70,73
USC00190736,"BLUE HILL COOP, MA US",9/12/16,0.1,0,0,79,53,57
USC00190736,"BLUE HILL COOP, MA US",9/13/16,0,0,0,76,57,60
USC00190736,"BLUE HILL COOP, MA US",9/14/16,0,0,0,81,59,66
USC00190736,"BLUE HILL COOP, MA US",9/15/16,0,0,0,87,52,57
USC00190736,"BLUE HILL COOP, MA US",9/16/16,0,0,0,67,54,57
USC00190736,"BLUE HILL COOP, MA US",9/17/16,0,0,0,74,54,57
USC00190736,"BLUE HILL COOP, MA US",9/18/16,0,0,0,77,57,68
USC00190736,"BLUE HILL COOP, MA US",9/19/16,0,0,0,79,68,71
USC00190736,"BLUE HILL COOP, MA US",9/20/16,0.16,0,0,73,66,67
USC00190736,"BLUE HILL COOP, MA US",9/21/16,0,0,0,81,64,66
USC00190736,"BLUE HILL COOP, MA US",9/22/16,0,0,0,81,63,68
USC00190736,"BLUE HILL COOP, MA US",9/23/16,0,0,0,82,63,63
USC00190736,"BLUE HILL COOP, MA US",9/24/16,0.19,0,0,80,51,53
USC00190736,"BLUE HILL COOP, MA US",9/25/16,0,0,0,66,44,47
USC00190736,"BLUE HILL COOP, MA US",9/26/16,0,0,0,65,43,47
USC00190736,"BLUE HILL COOP, MA US",9/27/16,0.28,0,0,68,47,60
USC00190736,"BLUE HILL COOP, MA US",9/28/16,0.03,0,0,69,55,56
USC00190736,"BLUE HILL COOP, MA US",9/29/16,0.08,0,0,56,52,53
USC00190736,"BLUE HILL COOP, MA US",9/30/16,0,0,0,56,53,56
USC00190736,"BLUE HILL COOP, MA US",10/1/16,0.93,0,0,58,53,55
USC00190736,"BLUE HILL COOP, MA US",10/2/16,0.71,0,0,57,52,52
USC00190736,"BLUE HILL COOP, MA US",10/3/16,0.07,0,0,55,52,55
USC00190736,"BLUE HILL COOP, MA US",10/4/16,0,0,0,69,54,57
USC00190736,"BLUE HILL COOP, MA US",10/5/16,0,0,0,61,44,47
USC00190736,"BLUE HILL COOP, MA US",10/6/16,0,0,0,61,46,50
USC00190736,"BLUE HILL COOP, MA US",10/7/16,0,0,0,71,50,58
USC00190736,"BLUE HILL COOP, MA US",10/8/16,0,0,0,75,53,54
USC00190736,"BLUE HILL COOP, MA US",10/9/16,0.22,0,0,69,54,56
USC00190736,"BLUE HILL COOP, MA US",10/10/16,1.67,0,0,56,40,43
USC00190736,"BLUE HILL COOP, MA US",10/11/16,0,0,0,57,39,42
USC00190736,"BLUE HILL COOP, MA US",10/12/16,0,0,0,62,42,51
USC00190736,"BLUE HILL COOP, MA US",10/13/16,0,0,0,68,51,55
USC00190736,"BLUE HILL COOP, MA US",10/14/16,0,0,0,71,41,43
USC00190736,"BLUE HILL COOP, MA US",10/15/16,0,0,0,58,38,43
USC00190736,"BLUE HILL COOP, MA US",10/16/16,0,0,0,58,43,49
USC00190736,"BLUE HILL COOP, MA US",10/17/16,0,0,0,68,49,60
USC00190736,"BLUE HILL COOP, MA US",10/18/16,0.54,0,0,76,57,57
USC00190736,"BLUE HILL COOP, MA US",10/19/16,0,0,0,74,56,65
USC00190736,"BLUE HILL COOP, MA US",10/20/16,0,0,0,79,54,57
USC00190736,"BLUE HILL COOP, MA US",10/21/16,0.05,0,0,65,55,65
USC00190736,"BLUE HILL COOP, MA US",10/22/16,1.61,0,0,75,61,61
USC00190736,"BLUE HILL COOP, MA US",10/23/16,0.22,0,0,63,40,43
USC00190736,"BLUE HILL COOP, MA US",10/24/16,0,0,0,56,42,47
USC00190736,"BLUE HILL COOP, MA US",10/25/16,0,0,0,59,36,37
USC00190736,"BLUE HILL COOP, MA US",10/26/16,0,0,0,48,32,35
USC00190736,"BLUE HILL COOP, MA US",10/27/16,0,0,0,47,28,32
USC00190736,"BLUE HILL COOP, MA US",10/28/16,0.99,0,0,51,32,49
USC00190736,"BLUE HILL COOP, MA US",10/29/16,0.06,0,0,50,37,40
USC00190736,"BLUE HILL COOP, MA US",10/30/16,0,0,0,58,40,56
USC00190736,"BLUE HILL COOP, MA US",10/31/16,0.27,0,0,63,37,38
USC00190736,"BLUE HILL COOP, MA US",11/1/16,0,0,0,51,29,33
USC00190736,"BLUE HILL COOP, MA US",11/2/16,0,0,0,55,32,50
USC00190736,"BLUE HILL COOP, MA US",11/3/16,0.01,0,0,69,50,54
USC00190736,"BLUE HILL COOP, MA US",11/4/16,0,0,0,65,43,43
USC00190736,"BLUE HILL COOP, MA US",11/5/16,0,0,0,56,32,36
USC00190736,"BLUE HILL COOP, MA US",11/6/16,0.03,0,0,55,35,43
USC00190736,"BLUE HILL COOP, MA US",11/7/16,0.01,0,0,49,33,34
