STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00190736,"BLUE HILL COOP, MA US",11/8/16,0,0,0,46,34,42
USC00190736,"BLUE HILL COOP, MA US",11/9/16,0,0,0,64,42,51
USC00190736,"BLUE HILL COOP, MA US",11/10/16,0,0,0,60,34,35
USC00190736,"BLUE HILL COOP, MA US",11/11/16,0,0,0,52,35,47
USC00190736,"BLUE HILL COOP, MA US",11/12/16,0,0,0,59,31,31
USC00190736,"BLUE HILL COOP, MA US",11/13/16,0,0,0,47,31,40
USC00190736,"BLUE HILL COOP, MA US",11/14/16,0,0,0,59,40,46
USC00190736,"BLUE HILL COOP, MA US",11/15/16,0,0,0,66,45,50
USC00190736,"BLUE HILL COOP, MA US",11/16/16,1.27,0,0,57,48,49
USC00190736,"BLUE HILL COOP, MA US",11/17/16,0,0,0,52,42,44
USC00190736,"BLUE HILL COOP, MA US",11/18/16,0,0,0,55,38,39
USC00190736,"BLUE HILL COOP, MA US",11/19/16,0,0,0,60,38,41
USC00190736,"BLUE HILL COOP, MA US",11/20/16,0.06,0,0,53,41,45
USC00190736,"BLUE HILL COOP, MA US",11/21/16,0,0,0,46,28,29
USC00190736,"BLUE HILL COOP, MA US",11/22/16,0,0,0,36,28,28
USC00190736,"BLUE HILL COOP, MA US",11/23/16,0,0,0,41,28,29
USC00190736,"BLUE HILL COOP, MA US",11/24/16,0,0,0,43,29,31
USC00190736,"BLUE HILL COOP, MA US",11/25/16,0.05,0,0,41,31,39
USC00190736,"BLUE HILL COOP, MA US",11/26/16,0.08,0,0,46,36,36
USC00190736,"BLUE HILL COOP, MA US",11/27/16,0,0,0,45,32,32
USC00190736,"BLUE HILL COOP, MA US",11/28/16,0,0,0,44,28,30
USC00190736,"BLUE HILL COOP, MA US",11/29/16,0,0,0,44,29,38
USC00190736,"BLUE HILL COOP, MA US",11/30/16,0.46,0,0,57,38,49
USC00190736,"BLUE HILL COOP, MA US",12/1/16,0.84,0,0,52,45,46
USC00190736,"BLUE HILL COOP, MA US",12/2/16,0,0,0,55,34,35
USC00190736,"BLUE HILL COOP, MA US",12/3/16,0,0,0,48,34,35
USC00190736,"BLUE HILL COOP, MA US",12/4/16,0,0,0,44,29,32
USC00190736,"BLUE HILL COOP, MA US",12/5/16,0,0,0,39,27,31
USC00190736,"BLUE HILL COOP, MA US",12/6/16,0.13,0.4,0,36,30,30
USC00190736,"BLUE HILL COOP, MA US",12/7/16,0.09,0,0,42,30,36
USC00190736,"BLUE HILL COOP, MA US",12/8/16,0.01,0,0,39,33,35
USC00190736,"BLUE HILL COOP, MA US",12/9/16,0,0,0,40,28,28
USC00190736,"BLUE HILL COOP, MA US",12/10/16,0,0,0,35,17,18
USC00190736,"BLUE HILL COOP, MA US",12/11/16,0,0,0,27,16,16
USC00190736,"BLUE HILL COOP, MA US",12/12/16,0.26,1.3,1,35,16,35
USC00190736,"BLUE HILL COOP, MA US",12/13/16,0.15,0,0,41,30,31
USC00190736,"BLUE HILL COOP, MA US",12/14/16,0,0,0,41,30,30
USC00190736,"BLUE HILL COOP, MA US",12/15/16,0,0,0,40,25,25
USC00190736,"BLUE HILL COOP, MA US",12/16/16,0,0,0,25,1,2
USC00190736,"BLUE HILL COOP, MA US",12/17/16,0.14,1.7,2,22,1,22
USC00190736,"BLUE HILL COOP, MA US",12/18/16,0.51,2.6,0,50,22,49
USC00190736,"BLUE HILL COOP, MA US",12/19/16,0,0,0,55,19,20
USC00190736,"BLUE HILL COOP, MA US",12/20/16,0,0,0,24,13,13
USC00190736,"BLUE HILL COOP, MA US",12/21/16,0,0,0,32,13,25
USC00190736,"BLUE HILL COOP, MA US",12/22/16,0,0,0,40,25,30
USC00190736,"BLUE HILL COOP, MA US",12/23/16,0,0,0,38,29,31
USC00190736,"BLUE HILL COOP, MA US",12/24/16,0,0,0,44,31,37
USC00190736,"BLUE HILL COOP, MA US",12/25/16,0.39,0,0,41,32,32
USC00190736,"BLUE HILL COOP, MA US",12/26/16,0,0,0,43,20,21
USC00190736,"BLUE HILL COOP, MA US",12/27/16,0.02,0,0,56,20,54
USC00190736,"BLUE HILL COOP, MA US",12/28/16,0,0,0,56,34,34
USC00190736,"BLUE HILL COOP, MA US",12/29/16,0,0,0,40,28,30
USC00190736,"BLUE HILL COOP, MA US",12/30/16,0.87,1.8,2,40,30,30
USC00190736,"BLUE HILL COOP, MA US",12/31/16,0,0,1,37,23,23
USC00190736,"BLUE HILL COOP, MA US",1/1/17,0.15,0,0,41,23,34
USC00190736,"BLUE HILL COOP, MA US",1/2/17,0,0,0,41,29,33
USC00190736,"BLUE HILL COOP, MA US",1/3/17,0.05,0,0,39,33,39
USC00190736,"BLUE HILL COOP, MA US",1/4/17,1.17,0,0,43,35,35
USC00190736,"BLUE HILL COOP, MA US",1/5/17,0.03,0,0,44,23,23
USC00190736,"BLUE HILL COOP, MA US",1/6/17,0.01,0.2,0,30,23,24
USC00190736,"BLUE HILL COOP, MA US",1/7/17,0.04,1.5,1,30,18,20
USC00190736,"BLUE HILL COOP, MA US",1/8/17,0.75,9.5,7,22,7,7
USC00190736,"BLUE HILL COOP, MA US",1/9/17,0,0,6,20,4,5
USC00190736,"BLUE HILL COOP, MA US",1/10/17,0,0,5,17,4,16
USC00190736,"BLUE HILL COOP, MA US",1/11/17,0.31,0,0,46,15,46
USC00190736,"BLUE HILL COOP, MA US",1/12/17,0.14,0,0,53,40,49
USC00190736,"BLUE HILL COOP, MA US",1/13/17,0.01,0,0,59,39,40
USC00190736,"BLUE HILL COOP, MA US",1/14/17,0,0,0,44,14,15
USC00190736,"BLUE HILL COOP, MA US",1/15/17,0,0,0,30,15,24
USC00190736,"BLUE HILL COOP, MA US",1/16/17,0,0,0,35,22,25
USC00190736,"BLUE HILL COOP, MA US",1/17/17,0,0,0,40,25,32
USC00190736,"BLUE HILL COOP, MA US",1/18/17,0.42,0,0,40,32,35
USC00190736,"BLUE HILL COOP, MA US",1/19/17,0.14,0,0,38,30,30
USC00190736,"BLUE HILL COOP, MA US",1/20/17,0,0,0,44,30,33
USC00190736,"BLUE HILL COOP, MA US",1/21/17,0,0,0,40,33,37
USC00190736,"BLUE HILL COOP, MA US",1/22/17,0,0,0,54,37,44
USC00190736,"BLUE HILL COOP, MA US",1/23/17,0.16,0,0,46,33,34
USC00190736,"BLUE HILL COOP, MA US",1/24/17,1.52,0.3,0,38,33,38
USC00190736,"BLUE HILL COOP, MA US",1/25/17,0.45,0,0,40,32,33
USC00190736,"BLUE HILL COOP, MA US",1/26/17,0,0,0,42,32,38
USC00190736,"BLUE HILL COOP, MA US",1/27/17,0.1,0,0,48,36,36
USC00190736,"BLUE HILL COOP, MA US",1/28/17,0,0,0,42,30,30
USC00190736,"BLUE HILL COOP, MA US",1/29/17,0,0,0,39,28,30
USC00190736,"BLUE HILL COOP, MA US",1/30/17,0,0,0,39,23,25
USC00190736,"BLUE HILL COOP, MA US",1/31/17,0,0,0,34,15,16
USC00190736,"BLUE HILL COOP, MA US",2/1/17,0.14,1.9,2,28,16,26
USC00190736,"BLUE HILL COOP, MA US",2/2/17,0,0,0,40,25,26
USC00190736,"BLUE HILL COOP, MA US",2/3/17,0,0,0,38,19,20
USC00190736,"BLUE HILL COOP, MA US",2/4/17,0,0,0,30,15,16
USC00190736,"BLUE HILL COOP, MA US",2/5/17,0,0,0,31,16,25
USC00190736,"BLUE HILL COOP, MA US",2/6/17,0,0,0,43,25,29
USC00190736,"BLUE HILL COOP, MA US",2/7/17,0,0,0,37,28,32
USC00190736,"BLUE HILL COOP, MA US",2/8/17,0.54,0.7,0,37,25,31
USC00190736,"BLUE HILL COOP, MA US",2/9/17,0,0,0,49,29,34
USC00190736,"BLUE HILL COOP, MA US",2/10/17,1.6,16.9,12,34,7,8
USC00190736,"BLUE HILL COOP, MA US",2/11/17,0.14,2.9,12,24,8,20
USC00190736,"BLUE HILL COOP, MA US",2/12/17,0.01,0.2,11,27,16,19
USC00190736,"BLUE HILL COOP, MA US",2/13/17,0.95,7.5,15,32,19,24
USC00190736,"BLUE HILL COOP, MA US",2/14/17,0.02,0.1,14,30,16,17
USC00190736,"BLUE HILL COOP, MA US",2/15/17,0,0,13,35,17,29
USC00190736,"BLUE HILL COOP, MA US",2/16/17,0.34,2.8,15,40,28,28
USC00190736,"BLUE HILL COOP, MA US",2/17/17,0,0,13,33,19,20
USC00190736,"BLUE HILL COOP, MA US",2/18/17,0,0,13,38,19,27
USC00190736,"BLUE HILL COOP, MA US",2/19/17,0,0,9,50,26,44
USC00190736,"BLUE HILL COOP, MA US",2/20/17,0,0,6,58,35,35
USC00190736,"BLUE HILL COOP, MA US",2/21/17,0,0,3,42,25,25
USC00190736,"BLUE HILL COOP, MA US",2/22/17,0,0,2,44,25,37
USC00190736,"BLUE HILL COOP, MA US",2/23/17,0,0,1,56,37,44
USC00190736,"BLUE HILL COOP, MA US",2/24/17,0,0,0,67,44,51
USC00190736,"BLUE HILL COOP, MA US",2/25/17,0,0,0,71,49,53
USC00190736,"BLUE HILL COOP, MA US",2/26/17,0.15,0,0,68,35,35
USC00190736,"BLUE HILL COOP, MA US",2/27/17,0,0,0,42,26,28
USC00190736,"BLUE HILL COOP, MA US",2/28/17,0,0,0,52,26,42
USC00190736,"BLUE HILL COOP, MA US",3/1/17,0.01,0,0,56,39,50
USC00190736,"BLUE HILL COOP, MA US",3/2/17,0,0,0,61,44,44
USC00190736,"BLUE HILL COOP, MA US",3/3/17,0,0,0,48,21,24
USC00190736,"BLUE HILL COOP, MA US",3/4/17,0,0,0,36,9,10
USC00190736,"BLUE HILL COOP, MA US",3/5/17,0,0,0,20,5,10
USC00190736,"BLUE HILL COOP, MA US",3/6/17,0,0,0,29,10,13
USC00190736,"BLUE HILL COOP, MA US",3/7/17,0,0,0,40,13,34
USC00190736,"BLUE HILL COOP, MA US",3/8/17,0.04,0,0,50,33,50
USC00190736,"BLUE HILL COOP, MA US",3/9/17,0.02,0,0,55,40,42
USC00190736,"BLUE HILL COOP, MA US",3/10/17,0.02,1.3,1,49,28,28
USC00190736,"BLUE HILL COOP, MA US",3/11/17,0.27,1.8,3,30,7,9
USC00190736,"BLUE HILL COOP, MA US",3/12/17,0,0,2,19,4,6
USC00190736,"BLUE HILL COOP, MA US",3/13/17,0,0,2,25,6,12
USC00190736,"BLUE HILL COOP, MA US",3/14/17,0.02,0.5,1,33,11,28
USC00190736,"BLUE HILL COOP, MA US",3/15/17,2.13,6.8,6,38,15,16
USC00190736,"BLUE HILL COOP, MA US",3/16/17,0,0,5,27,16,19
USC00190736,"BLUE HILL COOP, MA US",3/17/17,0,0,5,33,19,25
USC00190736,"BLUE HILL COOP, MA US",3/18/17,0,0,5,40,24,25
USC00190736,"BLUE HILL COOP, MA US",3/19/17,0.01,0,4,36,25,29
USC00190736,"BLUE HILL COOP, MA US",3/20/17,0,0,4,35,29,33
USC00190736,"BLUE HILL COOP, MA US",3/21/17,0,0,3,49,33,38
USC00190736,"BLUE HILL COOP, MA US",3/22/17,0,0,2,52,33,36
USC00190736,"BLUE HILL COOP, MA US",3/23/17,0,0,1,38,13,17
USC00190736,"BLUE HILL COOP, MA US",3/24/17,0,0,1,36,13,30
USC00190736,"BLUE HILL COOP, MA US",3/25/17,0.03,0,1,44,30,39
USC00190736,"BLUE HILL COOP, MA US",3/26/17,0.06,0,1,41,29,33
USC00190736,"BLUE HILL COOP, MA US",3/27/17,0.01,0,0,42,33,36
USC00190736,"BLUE HILL COOP, MA US",3/28/17,0.5,0,0,43,33,34
USC00190736,"BLUE HILL COOP, MA US",3/29/17,0.8,0,0,40,34,36
USC00190736,"BLUE HILL COOP, MA US",3/30/17,0,0,0,46,30,33
USC00190736,"BLUE HILL COOP, MA US",3/31/17,0,0,0,50,33,37
USC00190736,"BLUE HILL COOP, MA US",4/1/17,1.9,1.1,1,37,32,35
USC00190736,"BLUE HILL COOP, MA US",4/2/17,1.23,2.6,4,35,30,31
USC00190736,"BLUE HILL COOP, MA US",4/3/17,0,0,1,53,31,40
USC00190736,"BLUE HILL COOP, MA US",4/4/17,0.25,0,0,60,37,37
USC00190736,"BLUE HILL COOP, MA US",4/5/17,0.53,0,0,39,35,35
USC00190736,"BLUE HILL COOP, MA US",4/6/17,0,0,0,41,35,35
USC00190736,"BLUE HILL COOP, MA US",4/7/17,1.27,0,0,55,35,45
USC00190736,"BLUE HILL COOP, MA US",4/8/17,0,0,0,53,34,38
USC00190736,"BLUE HILL COOP, MA US",4/9/17,0,0,0,50,34,40
USC00190736,"BLUE HILL COOP, MA US",4/10/17,0,0,0,65,40,52
USC00190736,"BLUE HILL COOP, MA US",4/11/17,0,0,0,77,50,55
USC00190736,"BLUE HILL COOP, MA US",4/12/17,0,0,0,85,53,56
USC00190736,"BLUE HILL COOP, MA US",4/13/17,0.01,0,0,68,39,46
USC00190736,"BLUE HILL COOP, MA US",4/14/17,0,0,0,58,40,45
USC00190736,"BLUE HILL COOP, MA US",4/15/17,0,0,0,62,40,45
USC00190736,"BLUE HILL COOP, MA US",4/16/17,0.01,0,0,68,45,63
USC00190736,"BLUE HILL COOP, MA US",4/17/17,0,0,0,86,60,63
USC00190736,"BLUE HILL COOP, MA US",4/18/17,0,0,0,75,41,44
USC00190736,"BLUE HILL COOP, MA US",4/19/17,0,0,0,52,34,40
USC00190736,"BLUE HILL COOP, MA US",4/20/17,0.11,0,0,54,40,46
USC00190736,"BLUE HILL COOP, MA US",4/21/17,0.25,0,0,58,42,42
USC00190736,"BLUE HILL COOP, MA US",4/22/17,0.33,0,0,45,40,41
USC00190736,"BLUE HILL COOP, MA US",4/23/17,0.06,0,0,44,37,43
USC00190736,"BLUE HILL COOP, MA US",4/24/17,0,0,0,65,42,48
USC00190736,"BLUE HILL COOP, MA US",4/25/17,0.01,0,0,69,44,45
USC00190736,"BLUE HILL COOP, MA US",4/26/17,1.16,0,0,50,42,49
USC00190736,"BLUE HILL COOP, MA US",4/27/17,0.43,0,0,60,49,51
USC00190736,"BLUE HILL COOP, MA US",4/28/17,0.02,0,0,66,51,57
USC00190736,"BLUE HILL COOP, MA US",4/29/17,0,0,0,81,57,67
USC00190736,"BLUE HILL COOP, MA US",4/30/17,0,0,0,83,47,49
USC00190736,"BLUE HILL COOP, MA US",5/1/17,0.04,0,0,54,43,45
USC00190736,"BLUE HILL COOP, MA US",5/2/17,0.26,0,0,52,42,52
USC00190736,"BLUE HILL COOP, MA US",5/3/17,0,0,0,65,46,53
USC00190736,"BLUE HILL COOP, MA US",5/4/17,0,0,0,63,40,48
USC00190736,"BLUE HILL COOP, MA US",5/5/17,0,0,0,65,44,46
USC00190736,"BLUE HILL COOP, MA US",5/6/17,0.75,0,0,61,46,61
USC00190736,"BLUE HILL COOP, MA US",5/7/17,0.21,0,0,65,50,53
USC00190736,"BLUE HILL COOP, MA US",5/8/17,0,0,0,63,39,44
USC00190736,"BLUE HILL COOP, MA US",5/9/17,0,0,0,54,36,45
USC00190736,"BLUE HILL COOP, MA US",5/10/17,0,0,0,53,42,46
USC00190736,"BLUE HILL COOP, MA US",5/11/17,0,0,0,57,45,49
USC00190736,"BLUE HILL COOP, MA US",5/12/17,0,0,0,58,41,46
USC00190736,"BLUE HILL COOP, MA US",5/13/17,0.01,0,0,57,41,44
USC00190736,"BLUE HILL COOP, MA US",5/14/17,1.4,0,0,57,43,45
USC00190736,"BLUE HILL COOP, MA US",5/15/17,0.45,0,0,47,43,46
USC00190736,"BLUE HILL COOP, MA US",5/16/17,0.07,0,0,58,45,57
USC00190736,"BLUE HILL COOP, MA US",5/17/17,0,0,0,79,57,66
USC00190736,"BLUE HILL COOP, MA US",5/18/17,0,0,0,90,66,76
USC00190736,"BLUE HILL COOP, MA US",5/19/17,0.01,0,0,96,67,73
USC00190736,"BLUE HILL COOP, MA US",5/20/17,0,0,0,89,51,53
USC00190736,"BLUE HILL COOP, MA US",5/21/17,0,0,0,67,45,55
USC00190736,"BLUE HILL COOP, MA US",5/22/17,0.09,0,0,66,48,48
USC00190736,"BLUE HILL COOP, MA US",5/23/17,0.1,0,0,53,48,52
USC00190736,"BLUE HILL COOP, MA US",5/24/17,0,0,0,70,52,57
USC00190736,"BLUE HILL COOP, MA US",5/25/17,0,0,0,65,51,52
USC00190736,"BLUE HILL COOP, MA US",5/26/17,1,0,0,52,46,47
USC00190736,"BLUE HILL COOP, MA US",5/27/17,0.1,0,0,56,47,53
USC00190736,"BLUE HILL COOP, MA US",5/28/17,0,0,0,67,52,56
USC00190736,"BLUE HILL COOP, MA US",5/29/17,0,0,0,71,48,50
USC00190736,"BLUE HILL COOP, MA US",5/30/17,0.07,0,0,50,46,49
USC00190736,"BLUE HILL COOP, MA US",5/31/17,0,0,0,61,49,55
USC00190736,"BLUE HILL COOP, MA US",6/1/17,0.01,0,0,70,55,60
USC00190736,"BLUE HILL COOP, MA US",6/2/17,0.06,0,0,78,50,57
USC00190736,"BLUE HILL COOP, MA US",6/3/17,0,0,0,70,47,54
USC00190736,"BLUE HILL COOP, MA US",6/4/17,0.01,0,0,66,49,59
USC00190736,"BLUE HILL COOP, MA US",6/5/17,0.46,0,0,71,52,53
USC00190736,"BLUE HILL COOP, MA US",6/6/17,1.77,0,0,55,47,47
USC00190736,"BLUE HILL COOP, MA US",6/7/17,0.66,0,0,50,45,50
USC00190736,"BLUE HILL COOP, MA US",6/8/17,0,0,0,65,50,62
USC00190736,"BLUE HILL COOP, MA US",6/9/17,0,0,0,76,53,56
USC00190736,"BLUE HILL COOP, MA US",6/10/17,0.16,0,0,78,56,68
USC00190736,"BLUE HILL COOP, MA US",6/11/17,0,0,0,83,64,73
USC00190736,"BLUE HILL COOP, MA US",6/12/17,0,0,0,89,69,77
USC00190736,"BLUE HILL COOP, MA US",6/13/17,0,0,0,94,72,77
USC00190736,"BLUE HILL COOP, MA US",6/14/17,0.05,0,0,92,64,69
USC00190736,"BLUE HILL COOP, MA US",6/15/17,0,0,0,78,54,61
USC00190736,"BLUE HILL COOP, MA US",6/16/17,0,0,0,75,58,61
USC00190736,"BLUE HILL COOP, MA US",6/17/17,2.15,0,0,70,56,59
USC00190736,"BLUE HILL COOP, MA US",6/18/17,0,0,0,70,59,67
USC00190736,"BLUE HILL COOP, MA US",6/19/17,0,0,0,82,67,70
USC00190736,"BLUE HILL COOP, MA US",6/20/17,0.3,0,0,82,67,68
USC00190736,"BLUE HILL COOP, MA US",6/21/17,0,0,0,84,64,71
USC00190736,"BLUE HILL COOP, MA US",6/22/17,0,0,0,83,59,67
USC00190736,"BLUE HILL COOP, MA US",6/23/17,0,0,0,83,66,70
USC00190736,"BLUE HILL COOP, MA US",6/24/17,0,0,0,88,70,74
USC00190736,"BLUE HILL COOP, MA US",6/25/17,0.19,0,0,84,62,69
USC00190736,"BLUE HILL COOP, MA US",6/26/17,0,0,0,83,57,64
USC00190736,"BLUE HILL COOP, MA US",6/27/17,0,0,0,79,60,65
USC00190736,"BLUE HILL COOP, MA US",6/28/17,0.11,0,0,74,52,58
USC00190736,"BLUE HILL COOP, MA US",6/29/17,0,0,0,76,58,65
USC00190736,"BLUE HILL COOP, MA US",6/30/17,0,0,0,78,65,70
USC00190736,"BLUE HILL COOP, MA US",7/1/17,0.11,0,0,82,67,71
USC00190736,"BLUE HILL COOP, MA US",7/2/17,0,0,0,85,69,72
USC00190736,"BLUE HILL COOP, MA US",7/3/17,0,0,0,87,68,74
USC00190736,"BLUE HILL COOP, MA US",7/4/17,0,0,0,85,62,70
USC00190736,"BLUE HILL COOP, MA US",7/5/17,0,0,0,84,62,69
USC00190736,"BLUE HILL COOP, MA US",7/6/17,0,0,0,82,60,68
USC00190736,"BLUE HILL COOP, MA US",7/7/17,0,0,0,82,63,67
USC00190736,"BLUE HILL COOP, MA US",7/8/17,0.63,0,0,71,60,66
USC00190736,"BLUE HILL COOP, MA US",7/9/17,0.15,0,0,84,60,65
USC00190736,"BLUE HILL COOP, MA US",7/10/17,0,0,0,81,63,70
USC00190736,"BLUE HILL COOP, MA US",7/11/17,0.2,0,0,85,66,67
USC00190736,"BLUE HILL COOP, MA US",7/12/17,0.05,0,0,82,66,73
USC00190736,"BLUE HILL COOP, MA US",7/13/17,0.43,0,0,85,64,64
USC00190736,"BLUE HILL COOP, MA US",7/14/17,0.05,0,0,64,55,59
USC00190736,"BLUE HILL COOP, MA US",7/15/17,0,0,0,63,59,63
USC00190736,"BLUE HILL COOP, MA US",7/16/17,0,0,0,80,62,70
USC00190736,"BLUE HILL COOP, MA US",7/17/17,0,0,0,87,68,73
USC00190736,"BLUE HILL COOP, MA US",7/18/17,0,0,0,84,68,72
USC00190736,"BLUE HILL COOP, MA US",7/19/17,0.07,0,0,85,70,74
USC00190736,"BLUE HILL COOP, MA US",7/20/17,0,0,0,90,70,76
USC00190736,"BLUE HILL COOP, MA US",7/21/17,0,0,0,90,68,73
USC00190736,"BLUE HILL COOP, MA US",7/22/17,0,0,0,90,70,71
USC00190736,"BLUE HILL COOP, MA US",7/23/17,0,0,0,87,65,66
USC00190736,"BLUE HILL COOP, MA US",7/24/17,0.04,0,0,72,59,59
USC00190736,"BLUE HILL COOP, MA US",7/25/17,1.73,0,0,59,54,55
USC00190736,"BLUE HILL COOP, MA US",7/26/17,0,0,0,63,55,62
USC00190736,"BLUE HILL COOP, MA US",7/27/17,0,0,0,79,59,62
USC00190736,"BLUE HILL COOP, MA US",7/28/17,0.04,0,0,72,61,68
USC00190736,"BLUE HILL COOP, MA US",7/29/17,0,0,0,82,62,62
USC00190736,"BLUE HILL COOP, MA US",7/30/17,0,0,0,67,55,62
USC00190736,"BLUE HILL COOP, MA US",7/31/17,0,0,0,76,60,65
USC00190736,"BLUE HILL COOP, MA US",8/1/17,0,0,0,85,65,71
USC00190736,"BLUE HILL COOP, MA US",8/2/17,0,0,0,87,67,71
USC00190736,"BLUE HILL COOP, MA US",8/3/17,1.09,0,0,86,65,67
USC00190736,"BLUE HILL COOP, MA US",8/4/17,0,0,0,83,66,70
USC00190736,"BLUE HILL COOP, MA US",8/5/17,0,0,0,84,67,70
USC00190736,"BLUE HILL COOP, MA US",8/6/17,0.1,0,0,75,57,61
USC00190736,"BLUE HILL COOP, MA US",8/7/17,0,0,0,76,60,66
USC00190736,"BLUE HILL COOP, MA US",8/8/17,0.03,0,0,76,60,62
USC00190736,"BLUE HILL COOP, MA US",8/9/17,0,0,0,74,58,62
USC00190736,"BLUE HILL COOP, MA US",8/10/17,0,0,0,83,62,68
USC00190736,"BLUE HILL COOP, MA US",8/11/17,0,0,0,86,63,67
USC00190736,"BLUE HILL COOP, MA US",8/12/17,0.17,0,0,82,57,62
USC00190736,"BLUE HILL COOP, MA US",8/13/17,0,0,0,75,62,71
USC00190736,"BLUE HILL COOP, MA US",8/14/17,0,0,0,84,68,71
USC00190736,"BLUE HILL COOP, MA US",8/15/17,0,0,0,82,66,68
USC00190736,"BLUE HILL COOP, MA US",8/16/17,0,0,0,79,64,68
USC00190736,"BLUE HILL COOP, MA US",8/17/17,0,0,0,83,58,63
USC00190736,"BLUE HILL COOP, MA US",8/18/17,0,0,0,81,63,68
USC00190736,"BLUE HILL COOP, MA US",8/19/17,0.01,0,0,79,65,66
USC00190736,"BLUE HILL COOP, MA US",8/20/17,0,0,0,89,66,70
USC00190736,"BLUE HILL COOP, MA US",8/21/17,0,0,0,84,63,68
USC00190736,"BLUE HILL COOP, MA US",8/22/17,0,0,0,85,68,70
USC00190736,"BLUE HILL COOP, MA US",8/23/17,0.04,0,0,88,70,72
USC00190736,"BLUE HILL COOP, MA US",8/24/17,0,0,0,83,59,64
USC00190736,"BLUE HILL COOP, MA US",8/25/17,0,0,0,80,57,61
USC00190736,"BLUE HILL COOP, MA US",8/26/17,0,0,0,75,55,59
USC00190736,"BLUE HILL COOP, MA US",8/27/17,0,0,0,75,55,58
USC00190736,"BLUE HILL COOP, MA US",8/28/17,0,0,0,75,56,61
USC00190736,"BLUE HILL COOP, MA US",8/29/17,0,0,0,74,57,59
USC00190736,"BLUE HILL COOP, MA US",8/30/17,0.16,0,0,68,57,58
USC00190736,"BLUE HILL COOP, MA US",8/31/17,0,0,0,72,55,59
USC00190736,"BLUE HILL COOP, MA US",9/1/17,0,0,0,79,47,52
USC00190736,"BLUE HILL COOP, MA US",9/2/17,0,0,0,68,46,52
USC00190736,"BLUE HILL COOP, MA US",9/3/17,0.08,0,0,72,52,53
USC00190736,"BLUE HILL COOP, MA US",9/4/17,0.16,0,0,63,53,58
USC00190736,"BLUE HILL COOP, MA US",9/5/17,0,0,0,79,57,67
USC00190736,"BLUE HILL COOP, MA US",9/6/17,0,0,0,84,67,69
USC00190736,"BLUE HILL COOP, MA US",9/7/17,1.28,0,0,76,58,59
USC00190736,"BLUE HILL COOP, MA US",9/8/17,0,0,0,74,53,56
USC00190736,"BLUE HILL COOP, MA US",9/9/17,0,0,0,74,51,53
USC00190736,"BLUE HILL COOP, MA US",9/10/17,0,0,0,68,51,55
USC00190736,"BLUE HILL COOP, MA US",9/11/17,0,0,0,71,50,53
USC00190736,"BLUE HILL COOP, MA US",9/12/17,0,0,0,78,53,63
USC00190736,"BLUE HILL COOP, MA US",9/13/17,0,0,0,84,59,63
USC00190736,"BLUE HILL COOP, MA US",9/14/17,0,0,0,84,63,69
USC00190736,"BLUE HILL COOP, MA US",9/15/17,0,0,0,82,67,68
USC00190736,"BLUE HILL COOP, MA US",9/16/17,0.05,0,0,83,65,66
USC00190736,"BLUE HILL COOP, MA US",9/17/17,0,0,0,78,61,62
USC00190736,"BLUE HILL COOP, MA US",9/18/17,0,0,0,79,62,65
USC00190736,"BLUE HILL COOP, MA US",9/19/17,0.04,0,0,67,62,62
USC00190736,"BLUE HILL COOP, MA US",9/20/17,0.47,0,0,64,61,64
USC00190736,"BLUE HILL COOP, MA US",9/21/17,0.31,0,0,69,64,65
USC00190736,"BLUE HILL COOP, MA US",9/22/17,0.15,0,0,69,54,55
USC00190736,"BLUE HILL COOP, MA US",9/23/17,0.63,0,0,60,55,60
USC00190736,"BLUE HILL COOP, MA US",9/24/17,0,0,0,74,59,67
USC00190736,"BLUE HILL COOP, MA US",9/25/17,0,0,0,85,66,73
USC00190736,"BLUE HILL COOP, MA US",9/26/17,0,0,0,86,66,66
USC00190736,"BLUE HILL COOP, MA US",9/27/17,0,0,0,84,64,67
USC00190736,"BLUE HILL COOP, MA US",9/28/17,0,0,0,86,67,71
USC00190736,"BLUE HILL COOP, MA US",9/29/17,0,0,0,75,46,48
USC00190736,"BLUE HILL COOP, MA US",9/30/17,0.01,0,0,65,48,52
USC00190736,"BLUE HILL COOP, MA US",10/1/17,2.32,0,0,56,42,43
USC00190736,"BLUE HILL COOP, MA US",10/2/17,0,0,0,65,43,47
USC00190736,"BLUE HILL COOP, MA US",10/3/17,0,0,0,65,47,54
USC00190736,"BLUE HILL COOP, MA US",10/4/17,0,0,0,67,50,52
USC00190736,"BLUE HILL COOP, MA US",10/5/17,0,0,0,75,52,63
USC00190736,"BLUE HILL COOP, MA US",10/6/17,0,0,0,79,57,61
USC00190736,"BLUE HILL COOP, MA US",10/7/17,0,0,0,73,59,60
USC00190736,"BLUE HILL COOP, MA US",10/8/17,0,0,0,75,60,69
USC00190736,"BLUE HILL COOP, MA US",10/9/17,0.24,0,0,71,67,69
USC00190736,"BLUE HILL COOP, MA US",10/10/17,0.21,0,0,71,63,64
USC00190736,"BLUE HILL COOP, MA US",10/11/17,0,0,0,76,59,60
USC00190736,"BLUE HILL COOP, MA US",10/12/17,0,0,0,68,51,51
USC00190736,"BLUE HILL COOP, MA US",10/13/17,0,0,0,58,48,51
USC00190736,"BLUE HILL COOP, MA US",10/14/17,0,0,0,64,51,57
